name;country
mutebi;Uganda
ssali;Uganda
william;Uganda
akhmedov;Uzbekistan
usmanov;Uzbekistan
alexander;Saint Vincent
barnes;Saint Vincent
hernandez;Saint Vincent
james;Saint Vincent
love;Saint Vincent
stewart;Saint Vincent
washington;Saint Vincent
abdo;Kosovo
bajraktari;Kosovo
maliqi;Kosovo
kaluba;Zambia
ia;Zimbabwe
jackson;Zimbabwe
taylor;Zimbabwe
hoti;Albania
lala;Albania
shyti;Albania
ayvazyan;Armenia
hambardzumyan;Armenia
hovsepyan;Armenia
mkhitaryan;Armenia
alberto;Angola
caetano;Angola
magalhaes;Angola
ventura;Angola
aslan;Azerbaijan
rustamov;Azerbaijan
bajric;Bosnia and Herzegovina
kovac;Bosnia and Herzegovina
pasic;Bosnia and Herzegovina
sehic;Bosnia and Herzegovina
selimovic;Bosnia and Herzegovina
coulibaly;Burkina Faso
williams;Burkina Faso
alansari;Bahrain
khalid;Bahrain
gibson;Bahamas
russell;Bahamas
thomas;Bahamas
aleksandrovic;Belarus
medvedev;Belarus
popova;Belarus
fedorov;Belarus
torres;Belize
kabamba;Congo
ntumba;Congo
odhiambo;Congo
otieno;Congo
tano;Ivory Coast
guerra;Cuba
ruiz;Cuba
velazquez;Cuba
rocha;Cape Verde
demir;Cyprus
kaya;Cyprus
asefa;Ethiopia
asfaw;Ethiopia
nega;Ethiopia
omer;Ethiopia
greene;Georgia
hicks;Georgia
holmes;Georgia
murphy;Georgia
powell;Georgia
simmons;Georgia
watson;Georgia
anic;Croatia
ivancic;Croatia
jerkovic;Croatia
ruzic;Croatia
stimac;Croatia
styles;Croatia
georges;Haiti
peterson;Haiti
aviv;Israel
dror;Israel
rosen;Israel
gunnarsdottir;Iceland
kristinsson;Iceland
palsdottir;Iceland
fisher;Jersey
jersey;Jersey
mccarthy;Jersey
russo;Jersey
sanchez;Jersey
ward;Jersey
kim;South Korea
rashed;Kuwait
omarova;Kazakhstan
novikov;Kazakhstan
amarasinghe;Sri Lanka
hussain;Sri Lanka
rupasinghe;Sri Lanka
simkus;Lithuania
stankevicius;Lithuania
diallo;Luxembourg
muller;Luxembourg
santos;Luxembourg
briedis;Latvia
mustafa;Libya
omran;Libya
bakkali;Morocco
chaoui;Morocco
ibrahim;Morocco
man;Morocco
mansouri;Morocco
nabil;Morocco
naciri;Morocco
slaoui;Morocco
asani;Macedonia
rexhepi;Macedonia
adama;Mali
khaing;Myanmar [Burma]
shine;Myanmar [Burma]
debattista;Malta
silva;Mozambique
iqbal;Oman
ayman;Palestine
barakat;Palestine
naser;Palestine
nofal;Palestine
al-sulaiti;Qatar
doha;Qatar
gamal;Qatar
hussein;Qatar
uddin;Qatar
emmanuel;Rwanda
ingabire;Rwanda
shema;Rwanda
adel;Sudan
mukhtar;Sudan
nour;Sudan
sayed;Sudan
zain;Sudan
zupanc;Slovenia
bielik;Slovakia
hornak;Slovakia
luptak;Slovakia
minarik;Slovakia
vrabel;Slovakia
lorusso;Somalia
saed;Somalia
sahal;Somalia
ramadan;Syria
brown;Thailand
life;Thailand
mo;Thailand
nan;Thailand
pang;Thailand
zaza;Thailand
boubaker;Tunisia
mahjoub;Tunisia
marzouki;Tunisia
mbarek;Tunisia
moreno;Trinidad and Tobago
hao;Taiwan
ling;Taiwan
yin;Taiwan
alimov;Uzbekistan
sobirov;Uzbekistan
tursunov;Uzbekistan
cook;Saint Vincent
rogers;Saint Vincent
wood;Saint Vincent
adel;Kosovo
selmani;Kosovo
mkandawire;Zambia
ndhlovu;Zambia
sinkala;Zambia
khumalo;Zimbabwe
mabika;Zimbabwe
magaya;Zimbabwe
muchena;Zimbabwe
muza;Zimbabwe
ndebele;Zimbabwe
gjergji;Albania
koka;Albania
murati;Albania
shabani;Albania
sina;Albania
stafa;Albania
adamyan;Armenia
augusto;Angola
chaves;Angola
felix;Angola
junior;Angola
pascoal;Angola
baghirov;Azerbaijan
kerimova;Azerbaijan
cosic;Bosnia and Herzegovina
mujic;Bosnia and Herzegovina
salkic;Bosnia and Herzegovina
terzic;Bosnia and Herzegovina
vukovic;Bosnia and Herzegovina
ferreira;Burkina Faso
ferguson;Bahamas
zhuk;Belarus
morozov;Belarus
ruiz;Belize
serrano;Belize
mohamed;Congo
ochieng;Congo
ortega;Cuba
tamm;Estonia
adane;Ethiopia
daniel;Ethiopia
elias;Ethiopia
gizaw;Ethiopia
hailemariam;Ethiopia
seyoum;Ethiopia
tamiru;Ethiopia
yilma;Ethiopia
yusuf;Ethiopia
hudson;Georgia
hunt;Georgia
kelly;Georgia
mason;Georgia
doukoure;Guinea
haba;Guinea
lamah;Guinea
tounkara;Guinea
ban;Croatia
ilic;Croatia
ivankovic;Croatia
jozic;Croatia
kolar;Croatia
kramaric;Croatia
mamic;Croatia
vukusic;Croatia
desir;Haiti
elbaz;Israel
gabay;Israel
israeli;Israel
roth;Israel
shani;Israel
yaniv;Israel
haraldsson;Iceland
bennett;Jersey
collins;Jersey
mara;Jersey
o'connor;Jersey
kuznesova;Kazakhstan
lebedeva;Kazakhstan
makarov;Kazakhstan
nikolaeva;Kazakhstan
pak;Kazakhstan
cooray;Sri Lanka
de alwis;Sri Lanka
butkus;Lithuania
pocius;Lithuania
ramanauskas;Lithuania
savickas;Lithuania
de luca;Luxembourg
gallo;Luxembourg
lombardi;Luxembourg
rodrigues;Luxembourg
smith;Luxembourg
krauze;Latvia
mednis;Latvia
smits;Latvia
salhi;Morocco
smith;Morocco
ciobanu;Moldova
angelov;Macedonia
bozinovski;Macedonia
dimitrov;Macedonia
dimitrovski;Macedonia
mitev;Macedonia
mustafa;Macedonia
amadou;Mali
diaby;Mali
kouma;Mali
n'diaye;Mali
aye;Myanmar [Burma]
khin;Myanmar [Burma]
sitoe;Mozambique
reddy;Oman
bader;Palestine
khader;Palestine
mustafa;Palestine
mansour;Qatar
salah;Qatar
nkurunziza;Rwanda
abdu;Sudan
aziz;Sudan
hamad;Sudan
hussien;Sudan
saif;Sudan
garcia;Slovenia
hribar;Slovenia
bucko;Slovakia
konecny;Slovakia
dirie;Somalia
hajji;Somalia
nour;Somalia
salad;Somalia
abboud;Syria
assaf;Syria
hamza;Syria
homs;Syria
masri;Syria
mostafa;Syria
najjar;Syria
salman;Syria
soliman;Syria
anderson;Thailand
ball;Thailand
johnson;Thailand
nana;Thailand
time;Thailand
wilson;Thailand
win;Thailand
you;Thailand
bouzidi;Tunisia
hajji;Tunisia
hajri;Tunisia
kammoun;Tunisia
mhamdi;Tunisia
rebai;Tunisia
gomez;Trinidad and Tobago
guo;Taiwan
ismailov;Uzbekistan
kurbanov;Uzbekistan
nazarov;Uzbekistan
rahimov;Uzbekistan
cole;Saint Vincent
evans;Saint Vincent
ferguson;Saint Vincent
freeman;Saint Vincent
gordon;Saint Vincent
henderson;Saint Vincent
long;Saint Vincent
price;Saint Vincent
ross;Saint Vincent
sullivan;Saint Vincent
wallace;Saint Vincent
ashraf;Kosovo
azemi;Kosovo
ferizi;Kosovo
haliti;Kosovo
haziri;Kosovo
imeri;Kosovo
uka;Kosovo
chirwa;Zambia
james;Zambia
mpundu;Zambia
chari;Zimbabwe
dhliwayo;Zimbabwe
lee;Zimbabwe
mushonga;Zimbabwe
cani;Albania
hasanaj;Albania
hyseni;Albania
ibrahimi;Albania
kuka;Albania
morina;Albania
mucaj;Albania
ndreu;Albania
tahiri;Albania
baghdasaryan;Armenia
garcia;Armenia
bravo;Angola
lemos;Angola
alakbarov;Azerbaijan
ismayil;Azerbaijan
rasulov;Azerbaijan
safarova;Azerbaijan
yusifli;Azerbaijan
agic;Bosnia and Herzegovina
gajic;Bosnia and Herzegovina
hajdarevic;Bosnia and Herzegovina
jahic;Bosnia and Herzegovina
king;Bosnia and Herzegovina
popovic;Bosnia and Herzegovina
smajlovic;Bosnia and Herzegovina
araujo;Burkina Faso
garcia;Burkina Faso
lopez;Burkina Faso
tapsoba;Burkina Faso
kumar;Bahrain
nasser;Bahrain
king;Bahamas
taylor;Bahamas
andreeva;Belarus
bondarenko;Belarus
k;Belarus
marcenko;Belarus
romanova;Belarus
sergeevic;Belarus
kalala;Congo
kumar;Congo
mutombo;Congo
de cuba;Cuba
ferrer;Cuba
rivero;Cuba
santana;Cuba
cardoso;Cape Verde
carvalho;Cape Verde
de souza;Cape Verde
hernandez;Cape Verde
machado;Cape Verde
nunes;Cape Verde
alexandrou;Cyprus
anastasiou;Cyprus
ozturk;Cyprus
papadopoulos;Cyprus
sjahin;Cyprus
kask;Estonia
abraham;Ethiopia
berhane;Ethiopia
berhe;Ethiopia
kifle;Ethiopia
melaku;Ethiopia
kallo;Guinea
nabe;Guinea
oulare;Guinea
budimir;Croatia
grubisic;Croatia
ivanovic;Croatia
pavicic;Croatia
pavlic;Croatia
stojanovic;Croatia
tomasic;Croatia
travel;Croatia
vlasic;Croatia
amir;Israel
avraham;Israel
bieber;Israel
brown;Israel
fisher;Israel
maman;Israel
shamir;Israel
eiriksson;Iceland
helga;Iceland
jonasson;Iceland
lilja;Iceland
oskarsson;Iceland
sveinsson;Iceland
baker;Jersey
cook;Jersey
edwards;Jersey
grant;Jersey
hill;Jersey
jordan;Jersey
knight;Jersey
love;Jersey
morrison;Jersey
perry;Jersey
price;Jersey
ramirez;Jersey
santos;Jersey
watson;Jersey
khan;Kazakhstan
vasileva;Kazakhstan
volkova;Kazakhstan
jayakody;Sri Lanka
jayawardana;Sri Lanka
shan;Sri Lanka
weerakoon;Sri Lanka
wijeratne;Sri Lanka
balciunas;Lithuania
st;Lithuania
zemaitis;Lithuania
colombo;Luxembourg
ferrari;Luxembourg
longo;Luxembourg
ricci;Luxembourg
cirulis;Latvia
ozolina;Latvia
riga;Latvia
amer;Libya
bashir;Libya
othman;Libya
cvetkovski;Macedonia
dimov;Macedonia
ibraimi;Macedonia
janev;Macedonia
jovanov;Macedonia
nikolova;Macedonia
popovski;Macedonia
vasilevski;Macedonia
fane;Mali
tangara;Mali
minn;Myanmar [Burma]
ye;Myanmar [Burma]
buhagiar;Malta
mangion;Malta
ashour;Mozambique
matsinhe;Mozambique
pereira;Mozambique
alhajri;Oman
alhashmi;Oman
alhosni;Oman
mendoza;Papua New Guinea
assaf;Palestine
jouda;Palestine
madi;Palestine
safi;Palestine
salman;Palestine
samara;Palestine
shehada;Palestine
yaseen;Palestine
younis;Palestine
alsuwaidi;Qatar
ashraf;Qatar
sheikh;Qatar
bakri;Sudan
fathi;Sudan
ishag;Sudan
mahdi;Sudan
mohmed;Sudan
saleh;Sudan
babic;Slovenia
koren;Slovenia
logar;Slovenia
benova;Slovakia
gabor;Slovakia
hric;Slovakia
kohut;Slovakia
majer;Slovakia
meszaros;Slovakia
nemec;Slovakia
petrik;Slovakia
rusnak;Slovakia
sedlak;Slovakia
arab;Somalia
awil;Somalia
ibraahim;Somalia
mursal;Somalia
hussein;Syria
ibrahem;Syria
salem;Syria
suleiman;Syria
baby;Thailand
jin;Thailand
lek;Thailand
pink;Thailand
tang;Thailand
tee;Thailand
attia;Tunisia
ghribi;Tunisia
hannachi;Tunisia
hosni;Tunisia
masmoudi;Tunisia
missaoui;Tunisia
omri;Tunisia
francis;Trinidad and Tobago
hernandez;Trinidad and Tobago
peters;Trinidad and Tobago
ramkissoon;Trinidad and Tobago
boy;Taiwan
chin;Taiwan
hou;Taiwan
ali;Uzbekistan
makhmudov;Uzbekistan
karimov;Uzbekistan
caldwell;Saint Vincent
griffin;Saint Vincent
ryan;Saint Vincent
abdullah;Kosovo
beka;Kosovo
fazliu;Kosovo
garcia;Kosovo
gonzalez;Kosovo
rexha;Kosovo
rodriguez;Kosovo
syla;Kosovo
thaci;Kosovo
lee;Zambia
moyo;Zambia
mwelwa;Zambia
chifamba;Zimbabwe
chuma;Zimbabwe
aliaj;Albania
daci;Albania
dema;Albania
hysi;Albania
mema;Albania
pjetri;Albania
shala;Albania
topalli;Albania
kirakosyan;Armenia
melikyan;Armenia
nazaryan;Armenia
yeghiazaryan;Armenia
king;Angola
pires;Angola
torres;Angola
abbas;Azerbaijan
azizov;Azerbaijan
nabiyev;Azerbaijan
sadiqov;Azerbaijan
aliev;Azerbaijan
becirovic;Bosnia and Herzegovina
besic;Bosnia and Herzegovina
blagojevic;Bosnia and Herzegovina
hamzic;Bosnia and Herzegovina
jovic;Bosnia and Herzegovina
kadric;Bosnia and Herzegovina
knezevic;Bosnia and Herzegovina
kurtovic;Bosnia and Herzegovina
mehmedovic;Bosnia and Herzegovina
mujkic;Bosnia and Herzegovina
sabic;Bosnia and Herzegovina
zahirovic;Bosnia and Herzegovina
barbosa;Burkina Faso
pereira;Burkina Faso
zoungrana;Burkina Faso
alkhalifa;Bahrain
haji;Bahrain
malik;Bahrain
knowles;Bahamas
ryan;Bahamas
kovaleva;Belarus
sokolov;Belarus
juma;Congo
mwamba;Congo
onyango;Congo
diallo;Republic of the Congo
ilunga;Republic of the Congo
alejandro;Cuba
espinosa;Cuba
machado;Cuba
moreno;Cuba
pena;Cuba
smith;Cuba
reis;Cape Verde
torres;Cape Verde
arslan;Cyprus
papadopoulou;Cyprus
savvides;Cyprus
stavrou;Cyprus
magassouba;Guinea
bacic;Croatia
barac;Croatia
begovic;Croatia
jovic;Croatia
loncaric;Croatia
maricic;Croatia
medic;Croatia
modric;Croatia
rukavina;Croatia
stankovic;Croatia
vrdoljak;Croatia
azulay;Israel
berger;Israel
berman;Israel
dagan;Israel
dvir;Israel
goren;Israel
greenberg;Israel
regev;Israel
sela;Israel
karl;Iceland
ragnarsson;Iceland
richards;Jersey
ryan;Jersey
silva;Jersey
tsoy;Kazakhstan
vasilev;Kazakhstan
kovalev;Kazakhstan
semenova;Kazakhstan
fedorov;Kazakhstan
gunawardana;Sri Lanka
hewage;Sri Lanka
zilinskas;Lithuania
becker;Luxembourg
ferreira;Luxembourg
hernandez;Luxembourg
lombardo;Luxembourg
martino;Luxembourg
moretti;Luxembourg
wagner;Luxembourg
andersone;Latvia
kruze;Latvia
lace;Latvia
smite;Latvia
viksna;Latvia
mahmoud;Libya
naser;Libya
balan;Moldova
andonov;Macedonia
angelovski;Macedonia
atanasova;Macedonia
jovanova;Macedonia
kocev;Macedonia
krstevska;Macedonia
mitevski;Macedonia
nikoloski;Macedonia
todorovski;Macedonia
trajkovska;Macedonia
ballo;Mali
daou;Mali
khine;Myanmar [Burma]
nge;Myanmar [Burma]
than;Myanmar [Burma]
bezzina;Malta
darmanin;Malta
antonio;Mozambique
francisco;Mozambique
jose;Mozambique
khaled;Mozambique
santos;Mozambique
tembe;Mozambique
albadi;Oman
butt;Oman
muscat;Oman
omar;Oman
rana;Oman
eid;Palestine
khalid;Qatar
mustafa;Qatar
saad;Qatar
umuhoza;Rwanda
abdelrahman;Sudan
azhari;Sudan
eissa;Sudan
elsheikh;Sudan
man;Sudan
yassin;Sudan
golob;Slovenia
pavlic;Slovenia
zajc;Slovenia
balint;Slovakia
balog;Slovakia
baran;Slovakia
duris;Slovakia
gajdosova;Slovakia
krajcovic;Slovakia
kucera;Slovakia
molnarova;Slovakia
seman;Slovakia
aadan;Somalia
abdirashid;Somalia
yasin;Somalia
dayoub;Syria
ha;Syria
hamad;Syria
hanna;Syria
jabbour;Syria
khoury;Syria
shaaban;Syria
alone;Thailand
art;Thailand
cat;Thailand
dee;Thailand
li;Thailand
martin;Thailand
parker;Thailand
sex;Thailand
tong;Thailand
world;Thailand
abbes;Tunisia
anis;Tunisia
bouaziz;Tunisia
chaabani;Tunisia
ismail;Tunisia
kallel;Tunisia
khlifi;Tunisia
mahmoud;Tunisia
manai;Tunisia
mrad;Tunisia
walid;Tunisia
brown;Trinidad and Tobago
johnson;Trinidad and Tobago
ou;Taiwan
sheng;Taiwan
tsou;Taiwan
ahmedov;Uzbekistan
mahmudov;Uzbekistan
qodirov;Uzbekistan
rakhimov;Uzbekistan
carpenter;Saint Vincent
crawford;Saint Vincent
dixon;Saint Vincent
foster;Saint Vincent
hudson;Saint Vincent
morrison;Saint Vincent
myers;Saint Vincent
patel;Saint Vincent
patterson;Saint Vincent
reynolds;Saint Vincent
russell;Saint Vincent
tucker;Saint Vincent
hernandez;Kosovo
samir;Kosovo
selimi;Kosovo
shaqiri;Kosovo
spahiu;Kosovo
boy;Zambia
chabala;Zambia
mwenda;Zambia
nkhoma;Zambia
sampa;Zambia
sinyangwe;Zambia
gee;Zimbabwe
kays;Zimbabwe
masawi;Zimbabwe
nyika;Zimbabwe
prince;Zimbabwe
caushi;Albania
kraja;Albania
laci;Albania
lila;Albania
metaj;Albania
tafa;Albania
gomez;Armenia
lopez;Armenia
minasyan;Armenia
stepanyan;Armenia
tadevosyan;Armenia
prata;Angola
hasanzade;Azerbaijan
heydarov;Azerbaijan
ibrahim;Azerbaijan
jafarova;Azerbaijan
kazimova;Azerbaijan
sultanov;Azerbaijan
alagic;Bosnia and Herzegovina
bosnjak;Bosnia and Herzegovina
garcia;Bosnia and Herzegovina
mahmutovic;Bosnia and Herzegovina
mehic;Bosnia and Herzegovina
mitrovic;Bosnia and Herzegovina
mujezinovic;Bosnia and Herzegovina
mustafic;Bosnia and Herzegovina
omerovic;Bosnia and Herzegovina
sabanovic;Bosnia and Herzegovina
stojanovic;Bosnia and Herzegovina
suljic;Bosnia and Herzegovina
almeida;Burkina Faso
costa;Burkina Faso
melo;Burkina Faso
souleymane;Burkina Faso
souza;Burkina Faso
al-khalifa;Bahrain
saeed;Bahrain
roberts;Bahamas
by;Belarus
zhuk;Belarus
kovalcuk;Belarus
kot;Belarus
morozova;Belarus
sergeeva;Belarus
smirnov;Belarus
castillo;Belize
kabongo;Congo
kamau;Congo
kayembe;Congo
alfonso;Cuba
gutierrez;Cuba
medeiros;Cape Verde
rodriguez;Cape Verde
christofi;Cyprus
georgiades;Cyprus
evens;Haiti
james;Haiti
ohana;Israel
ohayon;Israel
porat;Israel
raviv;Israel
rozen;Israel
bjornsdottir;Iceland
hauksson;Iceland
rut;Iceland
smith;Iceland
belov;Kazakhstan
kazakova;Kazakhstan
mixajlova;Kazakhstan
orlova;Kazakhstan
pavlov;Kazakhstan
romanova;Kazakhstan
semenov;Kazakhstan
akram;Sri Lanka
anuradha;Sri Lanka
gunarathna;Sri Lanka
jayawardena;Sri Lanka
roshan;Sri Lanka
sanjaya;Sri Lanka
siva;Sri Lanka
norkus;Lithuania
ahmed;Luxembourg
ali;Luxembourg
garcia;Luxembourg
gentile;Luxembourg
pinna;Luxembourg
rodriguez;Luxembourg
valentini;Luxembourg
vitale;Luxembourg
cirule;Latvia
dreimanis;Latvia
dzene;Latvia
gulbe;Latvia
petersons;Latvia
zalite;Latvia
adel;Libya
fathi;Libya
man;Libya
mansour;Libya
sultan;Libya
cojocaru;Moldova
dimovska;Macedonia
markovski;Macedonia
risteski;Macedonia
ristovska;Macedonia
ba;Mali
dolo;Mali
goita;Mali
ousmane;Mali
togo;Mali
ei;Myanmar [Burma]
hnin;Myanmar [Burma]
moon;Myanmar [Burma]
phyu;Myanmar [Burma]
smith;Myanmar [Burma]
sultana;Malta
tanti;Malta
omar;Mozambique
man;Oman
rahman;Oman
rashid;Oman
lopez;Papua New Guinea
abdallah;Palestine
ana;Palestine
ayyad;Palestine
emad;Palestine
sami;Palestine
sharaf;Palestine
suliman;Palestine
zayed;Palestine
aljaber;Qatar
alkaabi;Qatar
awad;Qatar
chowdhury;Qatar
mohammad;Qatar
mohd;Qatar
noor;Qatar
salem;Qatar
samir;Qatar
sayed;Qatar
shaikh;Qatar
smith;Qatar
yadav;Qatar
christian;Rwanda
eric;Rwanda
hakizimana;Rwanda
olivier;Rwanda
tuyisenge;Rwanda
uwera;Rwanda
esam;Sudan
makki;Sudan
zakaria;Sudan
petric;Slovenia
balogova;Slovakia
bednarova;Slovakia
juhasz;Slovakia
kuruc;Slovakia
marko;Slovakia
straka;Slovakia
cade;Somalia
mahad;Somalia
maxamud;Somalia
somalia;Somalia
bitar;Syria
bittar;Syria
muhammad;Syria
cha;Thailand
da;Thailand
fon;Thailand
jang;Thailand
knight;Thailand
moon;Thailand
scott;Thailand
story;Thailand
yu;Thailand
mrabet;Tunisia
saadi;Tunisia
slim;Tunisia
zouaoui;Tunisia
king;Trinidad and Tobago
perez;Trinidad and Tobago
roberts;Trinidad and Tobago
dai;Taiwan
hwang;Taiwan
zhu;Taiwan
yakubov;Uzbekistan
yunusov;Uzbekistan
hussain;Kosovo
ismajli;Kosovo
kadriu;Kosovo
kamal;Kosovo
limani;Kosovo
omer;Kosovo
pllana;Kosovo
veseli;Kosovo
chomba;Zambia
gondwe;Zambia
kalunga;Zambia
kasongo;Zambia
man;Zambia
bee;Zimbabwe
carter;Zimbabwe
jay;Zimbabwe
joe;Zimbabwe
johnson;Zimbabwe
masango;Zimbabwe
braho;Albania
doci;Albania
hajdari;Albania
ismaili;Albania
muka;Albania
plaku;Albania
prendi;Albania
qose;Albania
ruci;Albania
tabaku;Albania
badalyan;Armenia
mirzoyan;Armenia
rodriguez;Armenia
colakovic;Bosnia and Herzegovina
dizdarevic;Bosnia and Herzegovina
djuric;Bosnia and Herzegovina
durakovic;Bosnia and Herzegovina
ivanovic;Bosnia and Herzegovina
jusic;Bosnia and Herzegovina
mandic;Bosnia and Herzegovina
me;Bosnia and Herzegovina
nuhanovic;Bosnia and Herzegovina
osmanovic;Bosnia and Herzegovina
softic;Bosnia and Herzegovina
adama;Burkina Faso
belem;Burkina Faso
mohamed;Burkina Faso
adel;Bahrain
alsayed;Bahrain
khalil;Bahrain
amoussou;Benin
bethel;Bahamas
moss;Bahamas
karpovich;Belarus
makarevich;Belarus
koroleva;Belarus
makarevic;Belarus
melnik;Belarus
nikitin;Belarus
nikolaev;Belarus
novik;Belarus
solovev;Belarus
stepanova;Belarus
davis;Belize
ortiz;Belize
young;Belize
hassan;Congo
kalonji;Congo
mbuyi;Congo
mukendi;Congo
mulumba;Congo
batista;Cuba
lorenzo;Cuba
martin;Cuba
silva;Cuba
freitas;Cape Verde
celik;Cyprus
neophytou;Cyprus
alpha;Guinea
savane;Guinea
thiam;Guinea
alexandre;Haiti
andre;Haiti
auguste;Haiti
celestin;Haiti
nelson;Haiti
birgisson;Iceland
gisladottir;Iceland
johnson;Iceland
karlsson;Iceland
petursdottir;Iceland
run;Iceland
akhmetov;Kazakhstan
li;Kazakhstan
matveev;Kazakhstan
medvedev;Kazakhstan
poljakov;Kazakhstan
boy;Sri Lanka
edirisinghe;Sri Lanka
gunawardena;Sri Lanka
karunaratne;Sri Lanka
ranaweera;Sri Lanka
tours;Sri Lanka
maciulis;Lithuania
navickas;Lithuania
paulauskas;Lithuania
amato;Luxembourg
gomes;Luxembourg
lopes;Luxembourg
lopez;Luxembourg
messina;Luxembourg
pinto;Luxembourg
rizzo;Luxembourg
romeo;Luxembourg
bergs;Latvia
bite;Latvia
blums;Latvia
briede;Latvia
egle;Latvia
freiberga;Latvia
lapsa;Latvia
liepins;Latvia
puce;Latvia
ammar;Libya
hamed;Libya
issa;Libya
khalil;Libya
munteanu;Moldova
ursu;Moldova
aleksovski;Macedonia
neziri;Macedonia
petreski;Macedonia
popovska;Macedonia
ristova;Macedonia
todorov;Macedonia
todorovska;Macedonia
ag;Mali
dao;Mali
diop;Mali
fomba;Mali
mali;Mali
ouologuem;Mali
sekou;Mali
souleymane;Mali
hlaing;Myanmar [Burma]
may;Myanmar [Burma]
zar;Myanmar [Burma]
cauchi;Malta
formosa;Malta
smith;Malta
gaza;Mozambique
jamal;Mozambique
rodrigues;Mozambique
almawali;Oman
mae;Papua New Guinea
perez;Papua New Guinea
abdo;Palestine
assi;Palestine
bassam;Palestine
saeed;Palestine
saleem;Palestine
zaqout;Palestine
abbasi;Qatar
khaled;Qatar
muhammad;Qatar
nasser;Qatar
patel;Qatar
raj;Qatar
saeed;Qatar
saleh;Qatar
thomas;Qatar
yousef;Qatar
uwase;Rwanda
abass;Sudan
abubaker;Sudan
sudan;Sudan
fras;Slovenia
gregoric;Slovenia
lah;Slovenia
macek;Slovenia
miklavcic;Slovenia
rupnik;Slovenia
vidic;Slovenia
baca;Slovakia
blahova;Slovakia
kmet;Slovakia
kristof;Slovakia
krizan;Slovakia
pavlikova;Slovakia
rusnakova;Slovakia
simon;Slovakia
takac;Slovakia
vanco;Slovakia
vasko;Slovakia
zeman;Slovakia
bari;Somalia
cumar;Somalia
gurey;Somalia
maxamuud;Somalia
nguyen;Somalia
khatib;Syria
mahfoud;Syria
salameh;Syria
tae;Thailand
walker;Thailand
wolf;Thailand
henry;Trinidad and Tobago
phillip;Trinidad and Tobago
zhou;Taiwan
akbarov;Uzbekistan
kasimov;Uzbekistan
khan;Uzbekistan
rashidov;Uzbekistan
kelly;Zambia
miller;Zambia
soko;Zambia
taylor;Zambia
chiwara;Zimbabwe
wilson;Zimbabwe
bushi;Albania
curri;Albania
demiri;Albania
duro;Albania
kastrati;Albania
mustafa;Albania
rexhepi;Albania
abgaryan;Armenia
antonyan;Armenia
markosyan;Armenia
ali;Burkina Faso
johnson;Burkina Faso
khan;Burkina Faso
kindo;Burkina Faso
nana;Burkina Faso
rodriguez;Burkina Faso
sankara;Burkina Faso
abbas;Bahrain
khalifa;Bahrain
mohd;Bahrain
assogba;Benin
dossou;Benin
clarke;Bahamas
forbes;Bahamas
kelly;Bahamas
robinson;Bahamas
rose;Bahamas
volkov;Belarus
aleksandrova;Belarus
alekseev;Belarus
baranov;Belarus
bogdanov;Belarus
zhukov;Belarus
kotova;Belarus
lebedev;Belarus
mixajlov;Belarus
petrovic;Belarus
poljakova;Belarus
alvarez;Belize
navarro;Belize
kadima;Congo
tshibangu;Congo
betancourt;Cuba
caballero;Cuba
medina;Cuba
perez perez;Cuba
rivera;Cuba
barros;Cape Verde
brito;Cape Verde
diaz;Cape Verde
flores;Cape Verde
lopez;Cape Verde
smith;Cape Verde
cetin;Cyprus
nikolaou;Cyprus
spyrou;Cyprus
theodorou;Cyprus
vasiliou;Cyprus
smith;Estonia
abdallah;Guinea
kamara;Guinea
lamine;Guinea
mamoudou;Guinea
yansane;Guinea
youla;Guinea
germain;Haiti
jacques;Haiti
salomon;Haiti
birna;Iceland
hilmarsson;Iceland
lif;Iceland
sigurjonsson;Iceland
akhmetova;Kazakhstan
johnson;Kazakhstan
ten;Kazakhstan
axmetova;Kazakhstan
korolev;Kazakhstan
kuzmina;Kazakhstan
nikitina;Kazakhstan
sokolov;Kazakhstan
sokolova;Kazakhstan
basnayake;Sri Lanka
farook;Sri Lanka
jayathilaka;Sri Lanka
kasun;Sri Lanka
nishantha;Sri Lanka
raj;Sri Lanka
ruwan;Sri Lanka
yapa;Sri Lanka
kazlauskaite;Lithuania
calabrese;Luxembourg
d'angelo;Luxembourg
da silva;Luxembourg
gomez;Luxembourg
grasso;Luxembourg
italy;Luxembourg
palumbo;Luxembourg
santoro;Luxembourg
anna;Latvia
broks;Latvia
dzenis;Latvia
feldmanis;Latvia
medne;Latvia
rudzite;Latvia
skuja;Latvia
steinberga;Latvia
steinbergs;Latvia
ab;Libya
salama;Libya
cebotari;Moldova
sirbu;Moldova
arsovski;Macedonia
blazevski;Macedonia
cvetkovska;Macedonia
dimitrovska;Macedonia
ilieva;Macedonia
jakimovski;Macedonia
janevska;Macedonia
lazarov;Macedonia
stefanovska;Macedonia
drame;Mali
ibrahim;Mali
kanoute;Mali
konare;Mali
mariko;Mali
soumare;Mali
htay;Myanmar [Burma]
kumar;Myanmar [Burma]
phyoe;Myanmar [Burma]
pisani;Malta
carlos;Mozambique
manuel;Mozambique
al-ajmi;Oman
alam;Oman
alblushi;Oman
babu;Oman
mahmood;Oman
raj;Oman
raza;Oman
bautista;Papua New Guinea
gonzales;Papua New Guinea
lee;Papua New Guinea
abdullah;Palestine
fayyad;Palestine
jaradat;Palestine
mohamad;Palestine
